35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:38:59.0 (504013)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:38:59.0 (547819)|EXECUTION_STARTED
06:38:59.0 (553861)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
06:38:59.0 (4010749)|SYSTEM_MODE_ENTER|true
06:38:59.0 (4296852)|HEAP_ALLOCATE|[72]|Bytes:3
06:38:59.0 (4343304)|HEAP_ALLOCATE|[77]|Bytes:152
06:38:59.0 (4363143)|HEAP_ALLOCATE|[342]|Bytes:408
06:38:59.0 (4384809)|HEAP_ALLOCATE|[355]|Bytes:408
06:38:59.0 (4403925)|HEAP_ALLOCATE|[467]|Bytes:48
06:38:59.0 (4434527)|HEAP_ALLOCATE|[139]|Bytes:6
06:38:59.0 (4509871)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
06:38:59.0 (4531003)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
06:38:59.0 (4537788)|STATEMENT_EXECUTE|[1]
06:38:59.0 (4546337)|STATEMENT_EXECUTE|[1]
06:38:59.0 (4579557)|HEAP_ALLOCATE|[50]|Bytes:5
06:38:59.0 (4612830)|HEAP_ALLOCATE|[56]|Bytes:5
06:38:59.0 (4621531)|HEAP_ALLOCATE|[64]|Bytes:7
06:38:59.0 (4639389)|SYSTEM_MODE_ENTER|false
06:38:59.0 (4653237)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:38:59.0 (4659755)|SYSTEM_MODE_EXIT|false
06:38:59.0 (4670371)|METHOD_EXIT|[1]|MyCustomController
06:38:59.0 (4675940)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
06:38:59.0 (4684136)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
06:38:59.0 (4759945)|VARIABLE_ASSIGNMENT|[5]|this|{}|0x274aea8a
06:38:59.0 (4772296)|SYSTEM_MODE_ENTER|false
06:38:59.0 (4778035)|HEAP_ALLOCATE|[6]|Bytes:5
06:38:59.0 (4781646)|STATEMENT_EXECUTE|[1]
06:38:59.0 (4784580)|HEAP_ALLOCATE|[6]|Bytes:5
06:38:59.0 (4786495)|STATEMENT_EXECUTE|[3]
06:38:59.0 (4853213)|HEAP_ALLOCATE|[6]|Bytes:6
06:38:59.0 (4908938)|STATEMENT_EXECUTE|[5]
06:38:59.0 (4911292)|STATEMENT_EXECUTE|[6]
06:38:59.0 (4965120)|HEAP_ALLOCATE|[6]|Bytes:4
06:38:59.0 (5111627)|VARIABLE_ASSIGNMENT|[6]|this.account|{}|0x274aea8a
06:38:59.0 (5118579)|SYSTEM_MODE_EXIT|false
06:38:59.0 (5182022)|SYSTEM_MODE_ENTER|true
06:38:59.0 (5223826)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
06:38:59.0 (5230466)|VARIABLE_SCOPE_BEGIN|[9]|this|testautonumdata.MyCustomController|true|false
