40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:38:15.0 (113127)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:38:15.0 (167999)|EXECUTION_STARTED
06:38:15.0 (172877)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000dwcx|LightningServerController.getCandidates
06:38:15.0 (365952)|HEAP_ALLOCATE|[72]|Bytes:3
06:38:15.0 (471133)|HEAP_ALLOCATE|[77]|Bytes:152
06:38:15.0 (491139)|HEAP_ALLOCATE|[342]|Bytes:408
06:38:15.0 (511294)|HEAP_ALLOCATE|[355]|Bytes:408
06:38:15.0 (529787)|HEAP_ALLOCATE|[467]|Bytes:48
06:38:15.0 (563809)|HEAP_ALLOCATE|[139]|Bytes:6
06:38:15.0 (670297)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:172
06:38:15.0 (676573)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
06:38:15.0 (679350)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
06:38:15.0 (694812)|METHOD_ENTRY|[1]|01pB0000000dwcx|LightningServerController.LightningServerController()
06:38:15.0 (724927)|STATEMENT_EXECUTE|[1]
06:38:15.0 (750969)|STATEMENT_EXECUTE|[1]
06:38:15.0 (789346)|HEAP_ALLOCATE|[50]|Bytes:5
06:38:15.0 (819301)|HEAP_ALLOCATE|[56]|Bytes:5
06:38:15.0 (828339)|HEAP_ALLOCATE|[64]|Bytes:7
06:38:15.0 (850495)|SYSTEM_MODE_ENTER|false
06:38:15.0 (870402)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:38:15.0 (880079)|SYSTEM_MODE_EXIT|false
06:38:15.0 (892258)|METHOD_EXIT|[1]|LightningServerController
06:38:15.0 (900815)|SYSTEM_MODE_ENTER|false
06:38:15.0 (912961)|HEAP_ALLOCATE|[22]|Bytes:5
06:38:15.0 (926039)|STATEMENT_EXECUTE|[20]
06:38:15.0 (927978)|STATEMENT_EXECUTE|[22]
06:38:15.0 (993049)|HEAP_ALLOCATE|[22]|Bytes:4
06:38:15.0 (1080847)|ENTERING_MANAGED_PKG|
06:38:15.0 (1128416)|VARIABLE_SCOPE_BEGIN|[22]|lstPosts|List<testautonumdata.LightningServerController>|true|false
06:38:15.0 (1172207)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:38:15.0 (1203806)|VARIABLE_ASSIGNMENT|[22]|lstPosts|[]|0x6724dd8e
06:38:15.0 (1210146)|STATEMENT_EXECUTE|[26]
06:38:15.0 (1216051)|HEAP_ALLOCATE|[26]|Bytes:254
06:38:15.0 (1229736)|HEAP_ALLOCATE|[26]|Bytes:4
06:38:15.0 (2078819)|SOQL_EXECUTE_BEGIN|[26]|Aggregations:0|SELECT id, Name, testautonumdata__Average_Score__c, testautonumdata__Number_of_Interviews__c FROM testautonumdata__Candidate__c ORDER BY testautonumdata__Number_of_Interviews__c DESC NULLS FIRST, testautonumdata__Average_Score__c DESC NULLS FIRST LIMIT 3
06:38:15.0 (6545242)|SOQL_EXECUTE_END|[26]|Rows:3
06:38:15.0 (6569334)|HEAP_ALLOCATE|[26]|Bytes:16
06:38:15.0 (6595163)|HEAP_ALLOCATE|[26]|Bytes:610
06:38:15.0 (6676691)|HEAP_ALLOCATE|[26]|Bytes:16
06:38:15.0 (6692372)|VARIABLE_SCOPE_BEGIN|[26]|lstCandidates|List<testautonumdata__Candidate__c>|true|false
06:38:15.0 (6732273)|VARIABLE_ASSIGNMENT|[26]|lstCandidates|[{"Id":"a0MB0000000cQXFMA2","Name":"Rodrigo Reboucas","testautonumdata__Ave (13 more) ...":8,"testautonumdata__Num (20 more) ...":3},{"Id":"a0MB0000000cQXZMA2","Name":"Felipe Turbay","testautonumdata__Ave (13 more) ...":9,"testautonumdata__Num (20 more) ...":1},{"Id":"a0MB0000000cQdIMAU","Name":"Lizz Brooks","testautonumdata__Ave (13 more) ...":0,"testautonumdata__Num (20 more) ...":1}]|0x4f8a25
06:38:15.0 (6738171)|STATEMENT_EXECUTE|[33]
06:38:15.0 (6745695)|VARIABLE_SCOPE_BEGIN|[33]|counter|Integer|false|false
06:38:15.0 (6750696)|HEAP_ALLOCATE|[33]|Bytes:4
06:38:15.0 (6756803)|VARIABLE_ASSIGNMENT|[33]|counter|0
06:38:15.0 (6798035)|ENTERING_MANAGED_PKG|
06:38:15.0 (6965894)|HEAP_ALLOCATE|[35]|Bytes:5
06:38:15.0 (7019256)|HEAP_ALLOCATE|[35]|Bytes:20
06:38:15.0 (7033628)|VARIABLE_SCOPE_BEGIN|[35]|e|testautonumdata__Candidate__c|true|false
06:38:15.0 (7049171)|VARIABLE_ASSIGNMENT|[35]|e|{"Id":"a0MB0000000cQXFMA2","Name":"Rodrigo Reboucas","testautonumdata__Ave (13 more) ...":8,"testautonumdata__Num (20 more) ...":3}|0x66da4f98
06:38:15.0 (7053745)|STATEMENT_EXECUTE|[36]
06:38:15.0 (7055121)|STATEMENT_EXECUTE|[38]
06:38:15.0 (7062380)|HEAP_ALLOCATE|[38]|Bytes:20
06:38:15.0 (7120084)|HEAP_ALLOCATE|[38]|Bytes:18
06:38:15.0 (7140931)|CONSTRUCTOR_ENTRY|[38]|01pB0000000dwcx|<init>(String)
06:38:15.0 (7160970)|VARIABLE_SCOPE_BEGIN|[13]|this|testautonumdata.LightningServerController|true|false
06:38:15.0 (7787591)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x1ab8efc4
06:38:15.0 (7793124)|VARIABLE_SCOPE_BEGIN|[13]|recID|String|false|false
06:38:15.0 (7799686)|VARIABLE_ASSIGNMENT|[13]|recID|"a0MB0000000cQXFMA2"
06:38:15.0 (7811695)|HEAP_ALLOCATE|[14]|Bytes:5
06:38:15.0 (7816992)|STATEMENT_EXECUTE|[1]
06:38:15.0 (7819818)|HEAP_ALLOCATE|[14]|Bytes:5
06:38:15.0 (7821896)|STATEMENT_EXECUTE|[4]
06:38:15.0 (7823794)|STATEMENT_EXECUTE|[6]
06:38:15.0 (7824905)|STATEMENT_EXECUTE|[8]
06:38:15.0 (7826159)|STATEMENT_EXECUTE|[10]
06:38:15.0 (7839659)|HEAP_ALLOCATE|[14]|Bytes:6
06:38:15.0 (7870319)|STATEMENT_EXECUTE|[13]
06:38:15.0 (7872149)|STATEMENT_EXECUTE|[14]
06:38:15.0 (7911024)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x1ab8efc4
