35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:34:03.0 (158826)|USER_INFO|[EXTERNAL]|005B0000000QdZu|hualei.hang@salesforce.com.sparkle|Pacific Standard Time|GMT-07:00
08:34:03.0 (229658)|EXECUTION_STARTED
08:34:03.0 (234831)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
08:34:03.0 (4393418)|SYSTEM_MODE_ENTER|true
08:34:03.0 (5206457)|HEAP_ALLOCATE|[72]|Bytes:3
08:34:03.0 (5319191)|HEAP_ALLOCATE|[77]|Bytes:152
08:34:03.0 (5348177)|HEAP_ALLOCATE|[342]|Bytes:408
08:34:03.0 (5382943)|HEAP_ALLOCATE|[355]|Bytes:408
08:34:03.0 (5416167)|HEAP_ALLOCATE|[467]|Bytes:48
08:34:03.0 (5460771)|HEAP_ALLOCATE|[139]|Bytes:6
08:34:03.0 (5487869)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
08:34:03.0 (5570262)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
08:34:03.0 (5583603)|STATEMENT_EXECUTE|[1]
08:34:03.0 (5593906)|STATEMENT_EXECUTE|[1]
08:34:03.0 (5636776)|HEAP_ALLOCATE|[50]|Bytes:5
08:34:03.0 (5674310)|HEAP_ALLOCATE|[56]|Bytes:5
08:34:03.0 (5691294)|HEAP_ALLOCATE|[64]|Bytes:7
08:34:03.0 (5714820)|SYSTEM_MODE_ENTER|false
08:34:03.0 (5734760)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
08:34:03.0 (5746396)|SYSTEM_MODE_EXIT|false
08:34:03.0 (5783160)|METHOD_EXIT|[1]|MyCustomController
08:34:03.0 (5802766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:34:03.0 (5820527)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
08:34:03.0 (5983370)|VARIABLE_ASSIGNMENT|[5]|this|{}|0x4c7c5d6d
08:34:03.0 (6009071)|SYSTEM_MODE_ENTER|false
08:34:03.0 (6020752)|HEAP_ALLOCATE|[6]|Bytes:5
08:34:03.0 (6028452)|STATEMENT_EXECUTE|[1]
08:34:03.0 (6032892)|HEAP_ALLOCATE|[6]|Bytes:5
08:34:03.0 (6038773)|STATEMENT_EXECUTE|[3]
08:34:03.0 (6052291)|HEAP_ALLOCATE|[6]|Bytes:6
08:34:03.0 (6094570)|STATEMENT_EXECUTE|[5]
08:34:03.0 (6097354)|STATEMENT_EXECUTE|[6]
08:34:03.0 (6114532)|HEAP_ALLOCATE|[6]|Bytes:4
08:34:03.0 (6296493)|VARIABLE_ASSIGNMENT|[6]|this.account|{}|0x4c7c5d6d
08:34:03.0 (6311676)|SYSTEM_MODE_EXIT|false
08:34:03.0 (6383872)|SYSTEM_MODE_ENTER|true
08:34:03.0 (6443068)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:34:03.0 (6457807)|VARIABLE_SCOPE_BEGIN|[9]|this|testautonumdata.MyCustomController|true|false
08:34:03.0 (6491832)|VARIABLE_ASSIGNMENT|[9]|this|{"account":"0x6a7f5e1a"}|0x4c7c5d6d
08:34:03.0 (6528323)|SYSTEM_MODE_ENTER|false
08:34:03.0 (6538836)|HEAP_ALLOCATE|[12]|Bytes:5
08:34:03.0 (6546941)|STATEMENT_EXECUTE|[9]
08:34:03.0 (6549329)|STATEMENT_EXECUTE|[12]
08:34:03.0 (6554525)|HEAP_ALLOCATE|[12]|Bytes:29
08:34:03.0 (7528997)|HEAP_ALLOCATE|[12]|Bytes:4
08:34:03.0 (7675340)|HEAP_ALLOCATE|[12]|Bytes:2
08:34:03.0 (8263870)|HEAP_ALLOCATE|[12]|Bytes:8
08:34:03.0 (8304028)|VARIABLE_SCOPE_BEGIN|[12]|userHasAccesstoField1|Boolean|false|false
08:34:03.0 (8319744)|HEAP_ALLOCATE|[12]|Bytes:5
08:34:03.0 (8331979)|VARIABLE_ASSIGNMENT|[12]|userHasAccesstoField1|true
08:34:03.0 (8339837)|STATEMENT_EXECUTE|[13]
08:34:03.0 (8406498)|HEAP_ALLOCATE|[13]|Bytes:4
08:34:03.0 (8454987)|HEAP_ALLOCATE|[13]|Bytes:33
08:34:03.0 (9574880)|HEAP_ALLOCATE|[13]|Bytes:8
08:34:03.0 (9606435)|VARIABLE_SCOPE_BEGIN|[13]|userHasAccesstoField2|Boolean|false|false
08:34:03.0 (9621857)|HEAP_ALLOCATE|[13]|Bytes:5
08:34:03.0 (9633070)|VARIABLE_ASSIGNMENT|[13]|userHasAccesstoField2|true
08:34:03.0 (9640978)|STATEMENT_EXECUTE|[14]
08:34:03.0 (9703978)|HEAP_ALLOCATE|[14]|Bytes:4
08:34:03.0 (9755699)|HEAP_ALLOCATE|[14]|Bytes:40
08:34:03.0 (9944256)|HEAP_ALLOCATE|[14]|Bytes:8
08:34:03.0 (9971881)|VARIABLE_SCOPE_BEGIN|[14]|userHasAccesstoField3|Boolean|false|false
08:34:03.0 (9986733)|HEAP_ALLOCATE|[14]|Bytes:5
08:34:03.0 (9997908)|VARIABLE_ASSIGNMENT|[14]|userHasAccesstoField3|true
08:34:03.0 (10005609)|STATEMENT_EXECUTE|[15]
08:34:03.0 (10068922)|HEAP_ALLOCATE|[15]|Bytes:4
08:34:03.0 (10115937)|HEAP_ALLOCATE|[15]|Bytes:4
08:34:03.0 (10304826)|HEAP_ALLOCATE|[15]|Bytes:8
08:34:03.0 (10332006)|VARIABLE_SCOPE_BEGIN|[15]|userHasAccesstoField4|Boolean|false|false
08:34:03.0 (10346431)|HEAP_ALLOCATE|[15]|Bytes:5
08:34:03.0 (10356980)|VARIABLE_ASSIGNMENT|[15]|userHasAccesstoField4|true
08:34:03.0 (10364367)|STATEMENT_EXECUTE|[16]
08:34:03.0 (10371206)|VARIABLE_SCOPE_BEGIN|[16]|candidates|List<testautonumdata__Candidate__c>|true|false
08:34:03.0 (10384315)|VARIABLE_ASSIGNMENT|[16]|candidates|null|
