35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:55:54.0 (144503)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:55:54.0 (209531)|EXECUTION_STARTED
06:55:54.0 (219558)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
06:55:54.0 (4739671)|SYSTEM_MODE_ENTER|true
06:55:54.0 (5247194)|HEAP_ALLOCATE|[72]|Bytes:3
06:55:54.0 (5302025)|HEAP_ALLOCATE|[77]|Bytes:152
06:55:54.0 (5321218)|HEAP_ALLOCATE|[342]|Bytes:408
06:55:54.0 (5340436)|HEAP_ALLOCATE|[355]|Bytes:408
06:55:54.0 (5358510)|HEAP_ALLOCATE|[467]|Bytes:48
06:55:54.0 (5391175)|HEAP_ALLOCATE|[139]|Bytes:6
06:55:54.0 (5494534)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
06:55:54.0 (5513447)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
06:55:54.0 (5519630)|STATEMENT_EXECUTE|[1]
06:55:54.0 (5528075)|STATEMENT_EXECUTE|[1]
06:55:54.0 (5573674)|HEAP_ALLOCATE|[50]|Bytes:5
06:55:54.0 (5603937)|HEAP_ALLOCATE|[56]|Bytes:5
06:55:54.0 (5612771)|HEAP_ALLOCATE|[64]|Bytes:7
06:55:54.0 (5633345)|SYSTEM_MODE_ENTER|false
06:55:54.0 (5650232)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:55:54.0 (5667942)|SYSTEM_MODE_EXIT|false
06:55:54.0 (5680522)|METHOD_EXIT|[1]|MyCustomController
06:55:54.0 (5686729)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
06:55:54.0 (5691901)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
