35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:32:10.0 (600834)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
11:32:10.0 (654073)|EXECUTION_STARTED
11:32:10.0 (660918)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
11:32:10.0 (3931559)|SYSTEM_MODE_ENTER|true
11:32:10.0 (4233655)|HEAP_ALLOCATE|[72]|Bytes:3
11:32:10.0 (4276316)|HEAP_ALLOCATE|[77]|Bytes:152
11:32:10.0 (4301887)|HEAP_ALLOCATE|[342]|Bytes:408
11:32:10.0 (4335200)|HEAP_ALLOCATE|[355]|Bytes:408
11:32:10.0 (4366198)|HEAP_ALLOCATE|[467]|Bytes:48
11:32:10.0 (4405759)|HEAP_ALLOCATE|[139]|Bytes:6
11:32:10.0 (4473402)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:32:10.0 (4493957)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
11:32:10.0 (4502323)|STATEMENT_EXECUTE|[1]
11:32:10.0 (4511122)|STATEMENT_EXECUTE|[1]
11:32:10.0 (4550481)|HEAP_ALLOCATE|[50]|Bytes:5
11:32:10.0 (4577177)|HEAP_ALLOCATE|[56]|Bytes:5
11:32:10.0 (4591499)|HEAP_ALLOCATE|[64]|Bytes:7
11:32:10.0 (4612733)|SYSTEM_MODE_ENTER|false
11:32:10.0 (4624538)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:32:10.0 (4632946)|SYSTEM_MODE_EXIT|false
11:32:10.0 (4643655)|METHOD_EXIT|[1]|MyCustomController
11:32:10.0 (4650483)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:32:10.0 (4661604)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
11:32:10.0 (4790666)|VARIABLE_ASSIGNMENT|[5]|this|{}|0x5bc6d497
11:32:10.0 (4808039)|SYSTEM_MODE_ENTER|false
11:32:10.0 (4816263)|HEAP_ALLOCATE|[6]|Bytes:5
11:32:10.0 (4821769)|STATEMENT_EXECUTE|[1]
11:32:10.0 (4826592)|HEAP_ALLOCATE|[6]|Bytes:5
11:32:10.0 (4829706)|STATEMENT_EXECUTE|[3]
11:32:10.0 (4870093)|HEAP_ALLOCATE|[6]|Bytes:6
11:32:10.0 (4902553)|STATEMENT_EXECUTE|[5]
11:32:10.0 (4905455)|STATEMENT_EXECUTE|[6]
11:32:10.0 (4964735)|HEAP_ALLOCATE|[6]|Bytes:4
11:32:10.0 (5122436)|VARIABLE_ASSIGNMENT|[6]|this.account|{}|0x5bc6d497
11:32:10.0 (5130618)|SYSTEM_MODE_EXIT|false
11:32:10.0 (5199476)|SYSTEM_MODE_ENTER|true
11:32:10.0 (5248675)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:32:10.0 (5256782)|VARIABLE_SCOPE_BEGIN|[9]|this|testautonumdata.MyCustomController|true|false
11:32:10.0 (5284644)|VARIABLE_ASSIGNMENT|[9]|this|{"account":"0x143e8d2c"}|0x5bc6d497
11:32:10.0 (5299020)|SYSTEM_MODE_ENTER|false
11:32:10.0 (5306571)|HEAP_ALLOCATE|[12]|Bytes:5
11:32:10.0 (5312149)|STATEMENT_EXECUTE|[9]
11:32:10.0 (5314385)|STATEMENT_EXECUTE|[12]
11:32:10.0 (5319296)|HEAP_ALLOCATE|[12]|Bytes:29
11:32:10.0 (6006399)|HEAP_ALLOCATE|[12]|Bytes:4
11:32:10.0 (6128197)|HEAP_ALLOCATE|[12]|Bytes:2
11:32:10.0 (6828146)|HEAP_ALLOCATE|[12]|Bytes:8
11:32:10.0 (6866874)|VARIABLE_SCOPE_BEGIN|[12]|userHasAccesstoField1|Boolean|false|false
11:32:10.0 (6875958)|HEAP_ALLOCATE|[12]|Bytes:5
11:32:10.0 (6885187)|VARIABLE_ASSIGNMENT|[12]|userHasAccesstoField1|true
11:32:10.0 (6889282)|STATEMENT_EXECUTE|[13]
11:32:10.0 (6957121)|HEAP_ALLOCATE|[13]|Bytes:4
11:32:10.0 (7006517)|HEAP_ALLOCATE|[13]|Bytes:33
11:32:10.0 (11661558)|HEAP_ALLOCATE|[13]|Bytes:8
11:32:10.0 (11692279)|VARIABLE_SCOPE_BEGIN|[13]|userHasAccesstoField2|Boolean|false|false
11:32:10.0 (11700657)|HEAP_ALLOCATE|[13]|Bytes:5
11:32:10.0 (11709844)|VARIABLE_ASSIGNMENT|[13]|userHasAccesstoField2|true
11:32:10.0 (11713786)|STATEMENT_EXECUTE|[14]
11:32:10.0 (11782969)|HEAP_ALLOCATE|[14]|Bytes:4
11:32:10.0 (11836273)|HEAP_ALLOCATE|[14]|Bytes:40
11:32:10.0 (12038268)|HEAP_ALLOCATE|[14]|Bytes:8
11:32:10.0 (12066173)|VARIABLE_SCOPE_BEGIN|[14]|userHasAccesstoField3|Boolean|false|false
11:32:10.0 (12074213)|HEAP_ALLOCATE|[14]|Bytes:5
11:32:10.0 (12083550)|VARIABLE_ASSIGNMENT|[14]|userHasAccesstoField3|true
11:32:10.0 (12087331)|STATEMENT_EXECUTE|[15]
11:32:10.0 (12152966)|HEAP_ALLOCATE|[15]|Bytes:4
11:32:10.0 (12202957)|HEAP_ALLOCATE|[15]|Bytes:4
11:32:10.0 (12419651)|HEAP_ALLOCATE|[15]|Bytes:8
11:32:10.0 (12446263)|VARIABLE_SCOPE_BEGIN|[15]|userHasAccesstoField4|Boolean|false|false
11:32:10.0 (12457486)|HEAP_ALLOCATE|[15]|Bytes:5
11:32:10.0 (12466202)|VARIABLE_ASSIGNMENT|[15]|userHasAccesstoField4|true
11:32:10.0 (12470010)|STATEMENT_EXECUTE|[16]
11:32:10.0 (12532024)|VARIABLE_SCOPE_BEGIN|[16]|candidates|List<testautonumdata__Candidate__c>|true|false
11:32:10.0 (12546186)|VARIABLE_ASSIGNMENT|[16]|candidates|null|
11:32:10.0 (12554569)|STATEMENT_EXECUTE|[18]
11:32:10.0 (12556922)|STATEMENT_EXECUTE|[19]
11:32:10.0 (12563822)|HEAP_ALLOCATE|[19]|Bytes:254
11:32:10.0 (12574418)|HEAP_ALLOCATE|[19]|Bytes:4
11:32:10.0 (13078124)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:0|SELECT id, Name, testautonumdata__Average_Score__c, testautonumdata__Number_of_Interviews__c FROM testautonumdata__Candidate__c ORDER BY testautonumdata__Number_of_Interviews__c DESC NULLS FIRST, testautonumdata__Average_Score__c DESC NULLS FIRST LIMIT 3
11:32:10.0 (23396230)|SOQL_EXECUTE_END|[19]|Rows:3
11:32:10.0 (23433185)|HEAP_ALLOCATE|[19]|Bytes:16
11:32:10.0 (23464140)|HEAP_ALLOCATE|[19]|Bytes:610
11:32:10.0 (23511540)|HEAP_ALLOCATE|[19]|Bytes:16
11:32:10.0 (23578548)|VARIABLE_ASSIGNMENT|[19]|candidates|[{"Id":"a0MB0000000cQXFMA2","Name":"Rodrigo Reboucas","testautonumdata__Ave (13 more) ...":8,"testautonumdata__Num (20 more) ...":3},{"Id":"a0MB0000000cQXZMA2","Name":"Felipe Turbay","testautonumdata__Ave (13 more) ...":9,"testautonumdata__Num (20 more) ...":1},{"Id":"a0MB0000000cQdIMAU","Name":"Lizz Brooks","testautonumdata__Ave (13 more) ...":0,"testautonumdata__Num (20 more) ...":1}]|0x27b42520
11:32:10.0 (23587943)|STATEMENT_EXECUTE|[23]
11:32:10.0 (23597707)|SYSTEM_MODE_EXIT|false
11:32:10.0 (24160119)|SYSTEM_MODE_ENTER|true
11:32:10.0 (24229128)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:32:10.0 (24241173)|VARIABLE_SCOPE_BEGIN|[27]|this|testautonumdata.MyCustomController|true|false
11:32:10.0 (24269919)|VARIABLE_ASSIGNMENT|[27]|this|{"account":"0x143e8d2c"}|0x5bc6d497
11:32:10.0 (24284607)|SYSTEM_MODE_ENTER|false
11:32:10.0 (24292676)|HEAP_ALLOCATE|[30]|Bytes:5
11:32:10.0 (24298116)|STATEMENT_EXECUTE|[27]
11:32:10.0 (24300319)|STATEMENT_EXECUTE|[30]
11:32:10.0 (24305967)|HEAP_ALLOCATE|[30]|Bytes:28
11:32:10.0 (25123118)|HEAP_ALLOCATE|[30]|Bytes:4
11:32:10.0 (25757634)|HEAP_ALLOCATE|[30]|Bytes:8
11:32:10.0 (25790167)|VARIABLE_SCOPE_BEGIN|[30]|userHasAccesstoField1|Boolean|false|false
11:32:10.0 (25798745)|HEAP_ALLOCATE|[30]|Bytes:5
11:32:10.0 (25807953)|VARIABLE_ASSIGNMENT|[30]|userHasAccesstoField1|true
11:32:10.0 (25812068)|STATEMENT_EXECUTE|[31]
11:32:10.0 (25817518)|HEAP_ALLOCATE|[31]|Bytes:4
11:32:10.0 (25962018)|HEAP_ALLOCATE|[31]|Bytes:4
11:32:10.0 (26537100)|HEAP_ALLOCATE|[31]|Bytes:8
11:32:10.0 (26566098)|VARIABLE_SCOPE_BEGIN|[31]|userHasAccesstoField2|Boolean|false|false
11:32:10.0 (26574256)|HEAP_ALLOCATE|[31]|Bytes:5
11:32:10.0 (26582870)|VARIABLE_ASSIGNMENT|[31]|userHasAccesstoField2|true
11:32:10.0 (26586844)|STATEMENT_EXECUTE|[32]
11:32:10.0 (26653875)|HEAP_ALLOCATE|[32]|Bytes:4
11:32:10.0 (26704654)|HEAP_ALLOCATE|[32]|Bytes:7
11:32:10.0 (26969518)|HEAP_ALLOCATE|[32]|Bytes:8
11:32:10.0 (26996146)|VARIABLE_SCOPE_BEGIN|[32]|userHasAccesstoField3|Boolean|false|false
11:32:10.0 (27004321)|HEAP_ALLOCATE|[32]|Bytes:5
11:32:10.0 (27013500)|VARIABLE_ASSIGNMENT|[32]|userHasAccesstoField3|true
11:32:10.0 (27017128)|STATEMENT_EXECUTE|[33]
11:32:10.0 (27106143)|HEAP_ALLOCATE|[33]|Bytes:4
11:32:10.0 (27370563)|HEAP_ALLOCATE|[33]|Bytes:8
11:32:10.0 (27405919)|VARIABLE_SCOPE_BEGIN|[33]|userHasAccesstoField4|Boolean|false|false
11:32:10.0 (27416694)|HEAP_ALLOCATE|[33]|Bytes:5
11:32:10.0 (27428148)|VARIABLE_ASSIGNMENT|[33]|userHasAccesstoField4|true
11:32:10.0 (27433290)|STATEMENT_EXECUTE|[34]
11:32:10.0 (27519724)|HEAP_ALLOCATE|[34]|Bytes:4
11:32:10.0 (27592679)|HEAP_ALLOCATE|[34]|Bytes:42
11:32:10.0 (31816291)|HEAP_ALLOCATE|[34]|Bytes:8
11:32:10.0 (31848981)|VARIABLE_SCOPE_BEGIN|[34]|userHasAccesstoField5|Boolean|false|false
11:32:10.0 (31857601)|HEAP_ALLOCATE|[34]|Bytes:5
11:32:10.0 (31867993)|VARIABLE_ASSIGNMENT|[34]|userHasAccesstoField5|true
11:32:10.0 (31872226)|STATEMENT_EXECUTE|[35]
11:32:10.0 (31942599)|HEAP_ALLOCATE|[35]|Bytes:4
11:32:10.0 (31995527)|HEAP_ALLOCATE|[35]|Bytes:34
11:32:10.0 (32288922)|HEAP_ALLOCATE|[35]|Bytes:8
11:32:10.0 (32316892)|VARIABLE_SCOPE_BEGIN|[35]|userHasAccesstoField6|Boolean|false|false
11:32:10.0 (32324567)|HEAP_ALLOCATE|[35]|Bytes:5
11:32:10.0 (32333296)|VARIABLE_ASSIGNMENT|[35]|userHasAccesstoField6|true
11:32:10.0 (32337176)|STATEMENT_EXECUTE|[37]
11:32:10.0 (32375927)|VARIABLE_SCOPE_BEGIN|[37]|positions|List<testautonumdata__Position__c>|true|false
