40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:39:02.0 (108285)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:39:02.0 (160108)|EXECUTION_STARTED
06:39:02.0 (165016)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000dwcx|LightningServerController.getCandidates
06:39:02.0 (339915)|HEAP_ALLOCATE|[72]|Bytes:3
06:39:02.0 (394780)|HEAP_ALLOCATE|[77]|Bytes:152
06:39:02.0 (411911)|HEAP_ALLOCATE|[342]|Bytes:408
06:39:02.0 (432051)|HEAP_ALLOCATE|[355]|Bytes:408
06:39:02.0 (450216)|HEAP_ALLOCATE|[467]|Bytes:48
06:39:02.0 (481645)|HEAP_ALLOCATE|[139]|Bytes:6
06:39:02.0 (562299)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:172
06:39:02.0 (568000)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
06:39:02.0 (570695)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
06:39:02.0 (584918)|METHOD_ENTRY|[1]|01pB0000000dwcx|LightningServerController.LightningServerController()
06:39:02.0 (590753)|STATEMENT_EXECUTE|[1]
06:39:02.0 (598669)|STATEMENT_EXECUTE|[1]
06:39:02.0 (631473)|HEAP_ALLOCATE|[50]|Bytes:5
06:39:02.0 (660355)|HEAP_ALLOCATE|[56]|Bytes:5
06:39:02.0 (669116)|HEAP_ALLOCATE|[64]|Bytes:7
06:39:02.0 (689678)|SYSTEM_MODE_ENTER|false
06:39:02.0 (708315)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:39:02.0 (717981)|SYSTEM_MODE_EXIT|false
06:39:02.0 (729005)|METHOD_EXIT|[1]|LightningServerController
06:39:02.0 (737850)|SYSTEM_MODE_ENTER|false
06:39:02.0 (749363)|HEAP_ALLOCATE|[22]|Bytes:5
06:39:02.0 (753428)|STATEMENT_EXECUTE|[20]
06:39:02.0 (755023)|STATEMENT_EXECUTE|[22]
06:39:02.0 (813393)|HEAP_ALLOCATE|[22]|Bytes:4
06:39:02.0 (896516)|ENTERING_MANAGED_PKG|
