35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:12:57.0 (92793)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:12:57.0 (136325)|EXECUTION_STARTED
06:12:57.0 (142802)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
06:12:57.0 (4882649)|SYSTEM_MODE_ENTER|true
06:12:57.0 (5441957)|HEAP_ALLOCATE|[72]|Bytes:3
06:12:57.0 (5494304)|HEAP_ALLOCATE|[77]|Bytes:152
06:12:57.0 (5526888)|HEAP_ALLOCATE|[342]|Bytes:408
06:12:57.0 (5566180)|HEAP_ALLOCATE|[355]|Bytes:408
06:12:57.0 (5600320)|HEAP_ALLOCATE|[467]|Bytes:48
06:12:57.0 (5647237)|HEAP_ALLOCATE|[139]|Bytes:6
06:12:57.0 (5680279)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
06:12:57.0 (5708387)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
06:12:57.0 (5716231)|STATEMENT_EXECUTE|[1]
06:12:57.0 (5815073)|STATEMENT_EXECUTE|[1]
06:12:57.0 (5866005)|HEAP_ALLOCATE|[50]|Bytes:5
06:12:57.0 (5897642)|HEAP_ALLOCATE|[56]|Bytes:5
06:12:57.0 (5916475)|HEAP_ALLOCATE|[64]|Bytes:7
06:12:57.0 (5942009)|SYSTEM_MODE_ENTER|false
06:12:57.0 (5957036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:12:57.0 (5994450)|SYSTEM_MODE_EXIT|false
06:12:57.0 (6012438)|METHOD_EXIT|[1]|MyCustomController
06:12:57.0 (6099054)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
06:12:57.0 (6114633)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
06:12:57.0 (6207193)|VARIABLE_ASSIGNMENT|[5]|this|{}|0xac3e87f
06:12:57.0 (6221229)|SYSTEM_MODE_ENTER|false
06:12:57.0 (6230307)|HEAP_ALLOCATE|[6]|Bytes:5
06:12:57.0 (6236454)|STATEMENT_EXECUTE|[1]
06:12:57.0 (6242558)|HEAP_ALLOCATE|[6]|Bytes:5
