35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:37:46.0 (178963)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
11:37:46.0 (242680)|EXECUTION_STARTED
11:37:46.0 (253390)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
11:37:46.0 (3913471)|SYSTEM_MODE_ENTER|true
11:37:46.0 (4322196)|HEAP_ALLOCATE|[72]|Bytes:3
11:37:46.0 (4389880)|HEAP_ALLOCATE|[77]|Bytes:152
11:37:46.0 (4404538)|HEAP_ALLOCATE|[342]|Bytes:408
11:37:46.0 (4423967)|HEAP_ALLOCATE|[355]|Bytes:408
11:37:46.0 (4442562)|HEAP_ALLOCATE|[467]|Bytes:48
11:37:46.0 (4504422)|HEAP_ALLOCATE|[139]|Bytes:6
11:37:46.0 (4522261)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:37:46.0 (4603891)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
11:37:46.0 (4611709)|STATEMENT_EXECUTE|[1]
11:37:46.0 (4622104)|STATEMENT_EXECUTE|[1]
11:37:46.0 (4666430)|HEAP_ALLOCATE|[50]|Bytes:5
11:37:46.0 (4696688)|HEAP_ALLOCATE|[56]|Bytes:5
11:37:46.0 (4713131)|HEAP_ALLOCATE|[64]|Bytes:7
11:37:46.0 (4736237)|SYSTEM_MODE_ENTER|false
11:37:46.0 (4751373)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:37:46.0 (4772034)|SYSTEM_MODE_EXIT|false
11:37:46.0 (4813037)|METHOD_EXIT|[1]|MyCustomController
11:37:46.0 (4873419)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:37:46.0 (4888980)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
11:37:46.0 (5102082)|VARIABLE_ASSIGNMENT|[5]|this|{}|0x7921f850
11:37:46.0 (5120032)|SYSTEM_MODE_ENTER|false
11:37:46.0 (5130980)|HEAP_ALLOCATE|[6]|Bytes:5
11:37:46.0 (5136582)|STATEMENT_EXECUTE|[1]
11:37:46.0 (5142237)|HEAP_ALLOCATE|[6]|Bytes:5
11:37:46.0 (5145803)|STATEMENT_EXECUTE|[3]
11:37:46.0 (5161640)|HEAP_ALLOCATE|[6]|Bytes:6
11:37:46.0 (5208463)|STATEMENT_EXECUTE|[5]
11:37:46.0 (5211840)|STATEMENT_EXECUTE|[6]
11:37:46.0 (5228807)|HEAP_ALLOCATE|[6]|Bytes:4
11:37:46.0 (5411898)|VARIABLE_ASSIGNMENT|[6]|this.account|{}|0x7921f850
11:37:46.0 (5418919)|SYSTEM_MODE_EXIT|false
11:37:46.0 (5497927)|SYSTEM_MODE_ENTER|true
11:37:46.0 (5550428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:37:46.0 (5558117)|VARIABLE_SCOPE_BEGIN|[9]|this|testautonumdata.MyCustomController|true|false
11:37:46.0 (5586930)|VARIABLE_ASSIGNMENT|[9]|this|{"account":"0x23be1d6b"}|0x7921f850
11:37:46.0 (5597745)|SYSTEM_MODE_ENTER|false
11:37:46.0 (5603684)|HEAP_ALLOCATE|[12]|Bytes:5
11:37:46.0 (5607459)|STATEMENT_EXECUTE|[9]
11:37:46.0 (5610091)|STATEMENT_EXECUTE|[12]
11:37:46.0 (5613999)|HEAP_ALLOCATE|[12]|Bytes:29
11:37:46.0 (6331891)|HEAP_ALLOCATE|[12]|Bytes:4
11:37:46.0 (6431733)|HEAP_ALLOCATE|[12]|Bytes:2
11:37:46.0 (6975396)|HEAP_ALLOCATE|[12]|Bytes:8
11:37:46.0 (7007995)|VARIABLE_SCOPE_BEGIN|[12]|userHasAccesstoField1|Boolean|false|false
11:37:46.0 (7015079)|HEAP_ALLOCATE|[12]|Bytes:5
11:37:46.0 (7022425)|VARIABLE_ASSIGNMENT|[12]|userHasAccesstoField1|true
11:37:46.0 (7026544)|STATEMENT_EXECUTE|[13]
11:37:46.0 (7080947)|HEAP_ALLOCATE|[13]|Bytes:4
11:37:46.0 (7119426)|HEAP_ALLOCATE|[13]|Bytes:33
11:37:46.0 (11733669)|HEAP_ALLOCATE|[13]|Bytes:8
11:37:46.0 (11766730)|VARIABLE_SCOPE_BEGIN|[13]|userHasAccesstoField2|Boolean|false|false
11:37:46.0 (11774706)|HEAP_ALLOCATE|[13]|Bytes:5
11:37:46.0 (11784142)|VARIABLE_ASSIGNMENT|[13]|userHasAccesstoField2|true
11:37:46.0 (11787862)|STATEMENT_EXECUTE|[14]
11:37:46.0 (11857735)|HEAP_ALLOCATE|[14]|Bytes:4
11:37:46.0 (11899133)|HEAP_ALLOCATE|[14]|Bytes:40
11:37:46.0 (12059366)|HEAP_ALLOCATE|[14]|Bytes:8
11:37:46.0 (12081471)|VARIABLE_SCOPE_BEGIN|[14]|userHasAccesstoField3|Boolean|false|false
11:37:46.0 (12087183)|HEAP_ALLOCATE|[14]|Bytes:5
11:37:46.0 (12094787)|VARIABLE_ASSIGNMENT|[14]|userHasAccesstoField3|true
11:37:46.0 (12097866)|STATEMENT_EXECUTE|[15]
11:37:46.0 (12149037)|HEAP_ALLOCATE|[15]|Bytes:4
11:37:46.0 (12186203)|HEAP_ALLOCATE|[15]|Bytes:4
11:37:46.0 (12377485)|HEAP_ALLOCATE|[15]|Bytes:8
11:37:46.0 (12401672)|VARIABLE_SCOPE_BEGIN|[15]|userHasAccesstoField4|Boolean|false|false
11:37:46.0 (12409911)|HEAP_ALLOCATE|[15]|Bytes:5
