40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:41:48.0 (127949)|USER_INFO|[EXTERNAL]|005B0000000QdZu|hualei.hang@salesforce.com.sparkle|Pacific Standard Time|GMT-07:00
08:41:48.0 (202404)|EXECUTION_STARTED
08:41:48.0 (209111)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
08:41:48.0 (13800419)|HEAP_ALLOCATE|[72]|Bytes:3
08:41:48.0 (13865745)|HEAP_ALLOCATE|[77]|Bytes:152
08:41:48.0 (13888761)|HEAP_ALLOCATE|[342]|Bytes:408
08:41:48.0 (13914747)|HEAP_ALLOCATE|[355]|Bytes:408
08:41:48.0 (13936281)|HEAP_ALLOCATE|[467]|Bytes:48
08:41:48.0 (13969945)|HEAP_ALLOCATE|[139]|Bytes:6
08:41:48.0 (13994156)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
08:41:48.0 (14004582)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
08:41:48.0 (14056721)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:29
08:41:48.0 (14064826)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:29
08:41:48.0 (14109844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30
08:41:48.0 (14117778)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30
08:41:48.0 (15712113)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000r382|Twitter_Lightning_Controller.getRecordDetails
08:41:48.0 (15795016)|VARIABLE_SCOPE_BEGIN|[3]|Twitter_Lightning_Controller.mapObjectsFields|Map<String,Set<String>>|true|true
08:41:48.0 (15875860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:384
08:41:48.0 (15885466)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:60
08:41:48.0 (15889984)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:126
08:41:48.0 (15911308)|METHOD_ENTRY|[1]|01pB0000000r382|Twitter_Lightning_Controller.Twitter_Lightning_Controller()
08:41:48.0 (15918815)|STATEMENT_EXECUTE|[1]
08:41:48.0 (15925946)|STATEMENT_EXECUTE|[1]
08:41:48.0 (15972826)|HEAP_ALLOCATE|[50]|Bytes:5
08:41:48.0 (16018016)|HEAP_ALLOCATE|[56]|Bytes:5
08:41:48.0 (16035112)|HEAP_ALLOCATE|[64]|Bytes:7
08:41:48.0 (16062367)|SYSTEM_MODE_ENTER|false
08:41:48.0 (16083377)|HEAP_ALLOCATE|[3]|Bytes:5
08:41:48.0 (16089417)|STATEMENT_EXECUTE|[3]
08:41:48.0 (16117785)|VARIABLE_ASSIGNMENT|[3]|Twitter_Lightning_Controller.mapObjectsFields|null|
08:41:48.0 (16131462)|SYSTEM_MODE_EXIT|false
08:41:48.0 (16141649)|METHOD_EXIT|[1]|Twitter_Lightning_Controller
08:41:48.0 (16148860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
08:41:48.0 (16152625)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:29
08:41:48.0 (16155242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30
08:41:48.0 (16163246)|SYSTEM_MODE_ENTER|false
08:41:48.0 (16172516)|VARIABLE_SCOPE_BEGIN|[82]|recordID|String|false|false
08:41:48.0 (16189819)|VARIABLE_ASSIGNMENT|[82]|recordID|"a0MB0000000cQXoMAM"
08:41:48.0 (16199683)|VARIABLE_SCOPE_BEGIN|[82]|objectApiName|String|false|false
08:41:48.0 (16211301)|VARIABLE_ASSIGNMENT|[82]|objectApiName|"testautonumdata__Can (9 more) ..."
08:41:48.0 (16215824)|VARIABLE_SCOPE_BEGIN|[82]|twitterIDFieldApiName|String|false|false
08:41:48.0 (16237910)|VARIABLE_ASSIGNMENT|[82]|twitterIDFieldApiName|"testautonumdata__Twi (10 more) ..."
08:41:48.0 (16253318)|VARIABLE_SCOPE_BEGIN|[82]|firstName|String|false|false
08:41:48.0 (16266899)|VARIABLE_ASSIGNMENT|[82]|firstName|null
08:41:48.0 (16275879)|VARIABLE_SCOPE_BEGIN|[82]|lastName|String|false|false
08:41:48.0 (16287458)|VARIABLE_ASSIGNMENT|[82]|lastName|null
08:41:48.0 (16295626)|VARIABLE_SCOPE_BEGIN|[82]|companyName|String|false|false
08:41:48.0 (16307367)|VARIABLE_ASSIGNMENT|[82]|companyName|null
08:41:48.0 (16321336)|VARIABLE_SCOPE_BEGIN|[82]|email|String|false|false
08:41:48.0 (16328397)|VARIABLE_ASSIGNMENT|[82]|email|null
08:41:48.0 (16347133)|HEAP_ALLOCATE|[84]|Bytes:5
08:41:48.0 (16355665)|STATEMENT_EXECUTE|[82]
08:41:48.0 (16361144)|STATEMENT_EXECUTE|[84]
08:41:48.0 (16373414)|VARIABLE_SCOPE_BEGIN|[84]|hasTwitterMemberID|Boolean|false|false
08:41:48.0 (16381713)|HEAP_ALLOCATE|[84]|Bytes:5
08:41:48.0 (16391143)|VARIABLE_ASSIGNMENT|[84]|hasTwitterMemberID|false
08:41:48.0 (16395571)|STATEMENT_EXECUTE|[85]
08:41:48.0 (16401671)|HEAP_ALLOCATE|[85]|Bytes:64
08:41:48.0 (16419701)|CONSTRUCTOR_ENTRY|[85]|01pB0000000r382|<init>()
08:41:48.0 (16454177)|VARIABLE_SCOPE_BEGIN|[1]|this|testautonumdata.Twitter_Lightning_Controller|true|false
08:41:48.0 (16517034)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x586b6b68
08:41:48.0 (16531720)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
08:41:48.0 (16543835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
08:41:48.0 (16577481)|STATEMENT_EXECUTE|[1]
08:41:48.0 (16584858)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
08:41:48.0 (16591981)|STATEMENT_EXECUTE|[6]
08:41:48.0 (16593849)|STATEMENT_EXECUTE|[8]
08:41:48.0 (16594867)|STATEMENT_EXECUTE|[10]
08:41:48.0 (16595951)|STATEMENT_EXECUTE|[12]
08:41:48.0 (16596920)|STATEMENT_EXECUTE|[14]
08:41:48.0 (16598001)|STATEMENT_EXECUTE|[16]
08:41:48.0 (16599058)|STATEMENT_EXECUTE|[18]
08:41:48.0 (16600072)|STATEMENT_EXECUTE|[20]
08:41:48.0 (16600956)|STATEMENT_EXECUTE|[22]
08:41:48.0 (16602184)|STATEMENT_EXECUTE|[24]
08:41:48.0 (16603435)|STATEMENT_EXECUTE|[26]
08:41:48.0 (16604555)|STATEMENT_EXECUTE|[28]
08:41:48.0 (16605858)|STATEMENT_EXECUTE|[30]
08:41:48.0 (16607022)|STATEMENT_EXECUTE|[32]
08:41:48.0 (16607927)|STATEMENT_EXECUTE|[34]
