40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:57:13.0 (101117)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
06:57:13.0 (144703)|EXECUTION_STARTED
06:57:13.0 (150902)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000dwcx|LightningServerController.getCandidates
06:57:13.0 (485697)|HEAP_ALLOCATE|[72]|Bytes:3
06:57:13.0 (536677)|HEAP_ALLOCATE|[77]|Bytes:152
06:57:13.0 (555206)|HEAP_ALLOCATE|[342]|Bytes:408
06:57:13.0 (575740)|HEAP_ALLOCATE|[355]|Bytes:408
06:57:13.0 (594679)|HEAP_ALLOCATE|[467]|Bytes:48
06:57:13.0 (626373)|HEAP_ALLOCATE|[139]|Bytes:6
06:57:13.0 (644402)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:172
06:57:13.0 (649698)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
06:57:13.0 (652400)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
06:57:13.0 (667038)|METHOD_ENTRY|[1]|01pB0000000dwcx|LightningServerController.LightningServerController()
06:57:13.0 (671842)|STATEMENT_EXECUTE|[1]
06:57:13.0 (680155)|STATEMENT_EXECUTE|[1]
06:57:13.0 (716481)|HEAP_ALLOCATE|[50]|Bytes:5
06:57:13.0 (743622)|HEAP_ALLOCATE|[56]|Bytes:5
06:57:13.0 (752119)|HEAP_ALLOCATE|[64]|Bytes:7
06:57:13.0 (773082)|SYSTEM_MODE_ENTER|false
06:57:13.0 (790332)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
06:57:13.0 (798463)|SYSTEM_MODE_EXIT|false
06:57:13.0 (809133)|METHOD_EXIT|[1]|LightningServerController
06:57:13.0 (816052)|SYSTEM_MODE_ENTER|false
06:57:13.0 (828766)|HEAP_ALLOCATE|[22]|Bytes:5
06:57:13.0 (832319)|STATEMENT_EXECUTE|[20]
06:57:13.0 (834148)|STATEMENT_EXECUTE|[22]
06:57:13.0 (842479)|HEAP_ALLOCATE|[22]|Bytes:4
06:57:13.0 (910630)|ENTERING_MANAGED_PKG|
