40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:37:47.0 (585624)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
11:37:47.0 (775989)|EXECUTION_STARTED
11:37:47.0 (785219)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000dwcx|LightningServerController.getCandidates
11:37:47.0 (968702)|HEAP_ALLOCATE|[72]|Bytes:3
11:37:47.0 (1023337)|HEAP_ALLOCATE|[77]|Bytes:152
11:37:47.0 (1055224)|HEAP_ALLOCATE|[342]|Bytes:408
11:37:47.0 (1081743)|HEAP_ALLOCATE|[355]|Bytes:408
11:37:47.0 (1101281)|HEAP_ALLOCATE|[467]|Bytes:48
11:37:47.0 (1131897)|HEAP_ALLOCATE|[139]|Bytes:6
11:37:47.0 (1204924)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:172
11:37:47.0 (1210361)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
11:37:47.0 (1213166)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
11:37:47.0 (1227114)|METHOD_ENTRY|[1]|01pB0000000dwcx|LightningServerController.LightningServerController()
11:37:47.0 (1231191)|STATEMENT_EXECUTE|[1]
11:37:47.0 (1239285)|STATEMENT_EXECUTE|[1]
11:37:47.0 (1276984)|HEAP_ALLOCATE|[50]|Bytes:5
11:37:47.0 (1297235)|HEAP_ALLOCATE|[56]|Bytes:5
11:37:47.0 (1305497)|HEAP_ALLOCATE|[64]|Bytes:7
11:37:47.0 (1324931)|SYSTEM_MODE_ENTER|false
11:37:47.0 (1338111)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:37:47.0 (1346951)|SYSTEM_MODE_EXIT|false
11:37:47.0 (1360952)|METHOD_EXIT|[1]|LightningServerController
11:37:47.0 (1376189)|SYSTEM_MODE_ENTER|false
11:37:47.0 (1391869)|HEAP_ALLOCATE|[22]|Bytes:5
11:37:47.0 (1400109)|STATEMENT_EXECUTE|[20]
11:37:47.0 (1403518)|STATEMENT_EXECUTE|[22]
11:37:47.0 (1481503)|HEAP_ALLOCATE|[22]|Bytes:4
11:37:47.0 (1550892)|ENTERING_MANAGED_PKG|
11:37:47.0 (1606173)|VARIABLE_SCOPE_BEGIN|[22]|lstPosts|List<testautonumdata.LightningServerController>|true|false
11:37:47.0 (1637879)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:37:47.0 (1667715)|VARIABLE_ASSIGNMENT|[22]|lstPosts|[]|0x3868f0c7
11:37:47.0 (1670992)|STATEMENT_EXECUTE|[26]
11:37:47.0 (1675396)|HEAP_ALLOCATE|[26]|Bytes:254
11:37:47.0 (1683939)|HEAP_ALLOCATE|[26]|Bytes:4
11:37:47.0 (3977088)|SOQL_EXECUTE_BEGIN|[26]|Aggregations:0|SELECT id, Name, testautonumdata__Average_Score__c, testautonumdata__Number_of_Interviews__c FROM testautonumdata__Candidate__c ORDER BY testautonumdata__Number_of_Interviews__c DESC NULLS FIRST, testautonumdata__Average_Score__c DESC NULLS FIRST LIMIT 3
11:37:47.0 (9278906)|SOQL_EXECUTE_END|[26]|Rows:3
11:37:47.0 (9299276)|HEAP_ALLOCATE|[26]|Bytes:16
11:37:47.0 (9319714)|HEAP_ALLOCATE|[26]|Bytes:610
11:37:47.0 (9379887)|HEAP_ALLOCATE|[26]|Bytes:16
11:37:47.0 (9392606)|VARIABLE_SCOPE_BEGIN|[26]|lstCandidates|List<testautonumdata__Candidate__c>|true|false
11:37:47.0 (9431158)|VARIABLE_ASSIGNMENT|[26]|lstCandidates|[{"Id":"a0MB0000000cQXFMA2","Name":"Rodrigo Reboucas","testautonumdata__Ave (13 more) ...":8,"testautonumdata__Num (20 more) ...":3},{"Id":"a0MB0000000cQXZMA2","Name":"Felipe Turbay","testautonumdata__Ave (13 more) ...":9,"testautonumdata__Num (20 more) ...":1},{"Id":"a0MB0000000cQdIMAU","Name":"Lizz Brooks","testautonumdata__Ave (13 more) ...":0,"testautonumdata__Num (20 more) ...":1}]|0x3cb5ce6e
11:37:47.0 (9438025)|STATEMENT_EXECUTE|[33]
11:37:47.0 (9444636)|VARIABLE_SCOPE_BEGIN|[33]|counter|Integer|false|false
11:37:47.0 (9448706)|HEAP_ALLOCATE|[33]|Bytes:4
11:37:47.0 (9453799)|VARIABLE_ASSIGNMENT|[33]|counter|0
11:37:47.0 (9490719)|ENTERING_MANAGED_PKG|
11:37:47.0 (9648563)|HEAP_ALLOCATE|[35]|Bytes:5
11:37:47.0 (9691672)|HEAP_ALLOCATE|[35]|Bytes:20
11:37:47.0 (9701569)|VARIABLE_SCOPE_BEGIN|[35]|e|testautonumdata__Candidate__c|true|false
11:37:47.0 (9716242)|VARIABLE_ASSIGNMENT|[35]|e|{"Id":"a0MB0000000cQXFMA2","Name":"Rodrigo Reboucas","testautonumdata__Ave (13 more) ...":8,"testautonumdata__Num (20 more) ...":3}|0x106064e5
11:37:47.0 (9720211)|STATEMENT_EXECUTE|[36]
11:37:47.0 (9721493)|STATEMENT_EXECUTE|[38]
11:37:47.0 (9727448)|HEAP_ALLOCATE|[38]|Bytes:20
11:37:47.0 (9769100)|HEAP_ALLOCATE|[38]|Bytes:18
11:37:47.0 (9788469)|CONSTRUCTOR_ENTRY|[38]|01pB0000000dwcx|<init>(String)
11:37:47.0 (9808156)|VARIABLE_SCOPE_BEGIN|[13]|this|testautonumdata.LightningServerController|true|false
11:37:47.0 (9841064)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x2340e39
11:37:47.0 (9844335)|VARIABLE_SCOPE_BEGIN|[13]|recID|String|false|false
11:37:47.0 (9848858)|VARIABLE_ASSIGNMENT|[13]|recID|"a0MB0000000cQXFMA2"
11:37:47.0 (9857690)|HEAP_ALLOCATE|[14]|Bytes:5
11:37:47.0 (9861406)|STATEMENT_EXECUTE|[1]
11:37:47.0 (9864421)|HEAP_ALLOCATE|[14]|Bytes:5
11:37:47.0 (9866215)|STATEMENT_EXECUTE|[4]
11:37:47.0 (9867900)|STATEMENT_EXECUTE|[6]
11:37:47.0 (9869092)|STATEMENT_EXECUTE|[8]
11:37:47.0 (9870126)|STATEMENT_EXECUTE|[10]
11:37:47.0 (9880579)|HEAP_ALLOCATE|[14]|Bytes:6
11:37:47.0 (9904615)|STATEMENT_EXECUTE|[13]
11:37:47.0 (9906525)|STATEMENT_EXECUTE|[14]
11:37:47.0 (9941442)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x2340e39
11:37:47.0 (9947362)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"a0MB0000000cQXFMA2"
11:37:47.0 (9957808)|VARIABLE_ASSIGNMENT|[4]|this.recordID|"a0MB0000000cQXFMA2"|0x2340e39
11:37:47.0 (9972741)|CONSTRUCTOR_EXIT|[38]|01pB0000000dwcx|<init>(String)
11:37:47.0 (9977062)|VARIABLE_SCOPE_BEGIN|[38]|i|testautonumdata.LightningServerController|true|false
11:37:47.0 (9992783)|VARIABLE_ASSIGNMENT|[38]|i|{"recordID":"a0MB0000000cQXFMA2"}|0x2340e39
11:37:47.0 (9995607)|STATEMENT_EXECUTE|[41]
11:37:47.0 (10060528)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordID":"a0MB0000000cQXFMA2"}|0x2340e39
11:37:47.0 (10066670)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Rodrigo Reboucas"
11:37:47.0 (10073972)|VARIABLE_ASSIGNMENT|[6]|this.recordName|"Rodrigo Reboucas"|0x2340e39
11:37:47.0 (10080328)|STATEMENT_EXECUTE|[43]
11:37:47.0 (10141681)|ENTERING_MANAGED_PKG|
11:37:47.0 (10167057)|HEAP_ALLOCATE|[43]|Bytes:1
11:37:47.0 (10206487)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordID":"a0MB0000000cQXFMA2","recordName":"Rodrigo Reboucas"}|0x2340e39
11:37:47.0 (10211714)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"8"
11:37:47.0 (10218657)|VARIABLE_ASSIGNMENT|[8]|this.averageScore|"8"|0x2340e39
11:37:47.0 (10224448)|STATEMENT_EXECUTE|[45]
11:37:47.0 (10285335)|ENTERING_MANAGED_PKG|
11:37:47.0 (10304449)|HEAP_ALLOCATE|[45]|Bytes:1
11:37:47.0 (10342598)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"averageScore":"8","recordID":"a0MB0000000cQXFMA2","recordName":"Rodrigo Reboucas"}|0x2340e39
11:37:47.0 (10348188)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"3"
11:37:47.0 (10355069)|VARIABLE_ASSIGNMENT|[10]|this.numberOfInterviews|"3"|0x2340e39
11:37:47.0 (10360742)|STATEMENT_EXECUTE|[47]
11:37:47.0 (10370918)|ENTERING_MANAGED_PKG|
11:37:47.0 (10397634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:37:47.0 (10413743)|HEAP_ALLOCATE|[35]|Bytes:5
11:37:47.0 (10445668)|HEAP_ALLOCATE|[35]|Bytes:20
11:37:47.0 (10454788)|VARIABLE_SCOPE_BEGIN|[35]|e|testautonumdata__Candidate__c|true|false
11:37:47.0 (10468751)|VARIABLE_ASSIGNMENT|[35]|e|{"Id":"a0MB0000000cQXZMA2","Name":"Felipe Turbay","testautonumdata__Ave (13 more) ...":9,"testautonumdata__Num (20 more) ...":1}|0x2615f408
11:37:47.0 (10472196)|STATEMENT_EXECUTE|[36]
11:37:47.0 (10473344)|STATEMENT_EXECUTE|[38]
11:37:47.0 (10482043)|HEAP_ALLOCATE|[38]|Bytes:20
11:37:47.0 (10495515)|HEAP_ALLOCATE|[38]|Bytes:18
11:37:47.0 (10505592)|CONSTRUCTOR_ENTRY|[38]|01pB0000000dwcx|<init>(String)
11:37:47.0 (10510334)|VARIABLE_SCOPE_BEGIN|[13]|this|testautonumdata.LightningServerController|true|false
11:37:47.0 (10525704)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x4f26335
11:37:47.0 (10527959)|VARIABLE_SCOPE_BEGIN|[13]|recID|String|false|false
11:37:47.0 (10532030)|VARIABLE_ASSIGNMENT|[13]|recID|"a0MB0000000cQXZMA2"
11:37:47.0 (10539839)|HEAP_ALLOCATE|[14]|Bytes:5
11:37:47.0 (10543065)|STATEMENT_EXECUTE|[1]
11:37:47.0 (10545721)|HEAP_ALLOCATE|[14]|Bytes:5
11:37:47.0 (10547387)|STATEMENT_EXECUTE|[4]
11:37:47.0 (10548910)|STATEMENT_EXECUTE|[6]
11:37:47.0 (10549906)|STATEMENT_EXECUTE|[8]
11:37:47.0 (10550827)|STATEMENT_EXECUTE|[10]
11:37:47.0 (10563646)|STATEMENT_EXECUTE|[13]
11:37:47.0 (10565294)|STATEMENT_EXECUTE|[14]
11:37:47.0 (10581795)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x4f26335
11:37:47.0 (10586418)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"a0MB0000000cQXZMA2"
11:37:47.0 (10592701)|VARIABLE_ASSIGNMENT|[4]|this.recordID|"a0MB0000000cQXZMA2"|0x4f26335
11:37:47.0 (10605594)|CONSTRUCTOR_EXIT|[38]|01pB0000000dwcx|<init>(String)
11:37:47.0 (10609145)|VARIABLE_SCOPE_BEGIN|[38]|i|testautonumdata.LightningServerController|true|false
11:37:47.0 (10623797)|VARIABLE_ASSIGNMENT|[38]|i|{"recordID":"a0MB0000000cQXZMA2"}|0x4f26335
11:37:47.0 (10626519)|STATEMENT_EXECUTE|[41]
11:37:47.0 (10649750)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordID":"a0MB0000000cQXZMA2"}|0x4f26335
11:37:47.0 (10654266)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Felipe Turbay"
11:37:47.0 (10660070)|VARIABLE_ASSIGNMENT|[6]|this.recordName|"Felipe Turbay"|0x4f26335
11:37:47.0 (10665547)|STATEMENT_EXECUTE|[43]
