35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
07:10:17.0 (77962)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
07:10:17.0 (112677)|EXECUTION_STARTED
07:10:17.0 (125562)|CODE_UNIT_STARTED|[EXTERNAL]|066B0000000O9hh|VF: /apex/testautonumdata__RecruitmentHome_LDS
07:10:17.0 (17747444)|SYSTEM_MODE_ENTER|true
07:10:17.0 (18279381)|HEAP_ALLOCATE|[72]|Bytes:3
07:10:17.0 (18323132)|HEAP_ALLOCATE|[77]|Bytes:152
07:10:17.0 (18339001)|HEAP_ALLOCATE|[342]|Bytes:408
07:10:17.0 (18357706)|HEAP_ALLOCATE|[355]|Bytes:408
07:10:17.0 (18376381)|HEAP_ALLOCATE|[467]|Bytes:48
07:10:17.0 (18409694)|HEAP_ALLOCATE|[139]|Bytes:6
07:10:17.0 (18471316)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
07:10:17.0 (18482944)|METHOD_ENTRY|[1]|01pB0000000dwRE|MyCustomController.MyCustomController()
07:10:17.0 (18487289)|STATEMENT_EXECUTE|[1]
07:10:17.0 (18495069)|STATEMENT_EXECUTE|[1]
07:10:17.0 (18526482)|HEAP_ALLOCATE|[50]|Bytes:5
07:10:17.0 (18552032)|HEAP_ALLOCATE|[56]|Bytes:5
07:10:17.0 (18561798)|HEAP_ALLOCATE|[64]|Bytes:7
07:10:17.0 (18579338)|SYSTEM_MODE_ENTER|false
07:10:17.0 (18596071)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:10:17.0 (18602819)|SYSTEM_MODE_EXIT|false
07:10:17.0 (18610554)|METHOD_EXIT|[1]|MyCustomController
07:10:17.0 (18615383)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
07:10:17.0 (18622166)|VARIABLE_SCOPE_BEGIN|[5]|this|testautonumdata.MyCustomController|true|false
07:10:17.0 (18669414)|VARIABLE_ASSIGNMENT|[5]|this|{}|0x382d0a3e
07:10:17.0 (18679703)|SYSTEM_MODE_ENTER|false
07:10:17.0 (18685032)|HEAP_ALLOCATE|[6]|Bytes:5
07:10:17.0 (18689126)|STATEMENT_EXECUTE|[1]
07:10:17.0 (18691799)|HEAP_ALLOCATE|[6]|Bytes:5
07:10:17.0 (18693743)|STATEMENT_EXECUTE|[3]
07:10:17.0 (18704285)|HEAP_ALLOCATE|[6]|Bytes:6
